"Code","Player Name","Position","HidPos","Team","Value","Status","Picked %","PickedTop 100 %","PickedTop 1000 %","Tot Pts","PPG","PPM","T6","G6","PPG6","Min","Goals","Assists","CS","GC","OG","PS","PM","Y","R","Saves","Bonus","BPS","Inf","Creat","Threat","ICT"
"223094","Haaland","STR","4","Man City","12.4","a","78.4","60","61.3","272","7.8","21.94","0","7","0.00","2767","36","9","13","26","0","0","0","5","0","0","40","1040","1390.0","371.0","1825","358.1"
"78830","Kane","STR","4","Tottenham","11.5","a","32.7","37","36.2","263","6.9","22.87","0","6","0.00","3406","30","9","11","62","0","0","1","6","0","0","48","1008","1256.6","744.8","1707","371.0"
"118748","Salah","MID","3","Liverpool","13.1","a","37.2","94","94.6","239","6.3","18.24","0","7","0.00","3290","19","13","13","45","0","0","2","2","0","0","23","651","1046.2","869.9","1620","353.7"
"184029","Ødegaard","MID","3","Arsenal","6.9","a","33.3","1","0.9","212","5.7","30.72","0","6","0.00","3132","15","8","13","38","0","0","0","4","0","0","30","813","960.0","1100.4","920","298.3"
"176297","Rashford","MID","3","Man United","7.2","a","37.8","15","11.9","205","5.9","28.47","0","6","0.00","2880","17","7","13","39","0","0","0","2","0","0","21","530","887.8","459.7","1427","277.6"
"223340","Saka","MID","3","Arsenal","8","d","25.6","19","18.6","202","5.3","25.25","0","6","0.00","3183","14","12","12","42","0","0","1","6","0","0","19","678","972.2","1091.8","1164","322.8"
"77794","Trippier","DEF","2","Newcastle United","6","a","62.4","17","22.3","198","5.2","33.00","0","7","0.00","3342","1","9","16","31","1","0","0","5","0","0","39","941","904.8","1818.5","117","284.3"
"444145","Martinelli","MID","3","Arsenal","6.5","i","26.3","78","76.4","198","5.5","30.46","0","4","0.00","2789","15","9","14","33","0","0","0","3","0","0","18","648","844.2","838.1","1300","298.1"
"61366","De Bruyne","MID","3","Man City","12.1","a","25.5","4","3.2","183","5.7","15.12","0","4","0.00","2413","7","18","10","23","0","0","0","1","0","0","26","742","897.8","1476.7","598","297.6"
"144485","Toney","STR","4","Brentford","7.1","s","18.2","1","1.5","182","5.5","25.63","0","3","0.00","2953","20","4","10","42","0","0","1","9","0","0","35","607","926.8","424.3","1240","258.7"
"141746","Fernandes","MID","3","Man United","9.5","a","13.3","0","0.1","176","4.8","18.53","0","8","0.00","3317","8","9","18","39","0","0","0","6","0","0","23","748","948.0","1532.3","948","343.1"
"178301","Watkins","STR","4","Aston Villa","7.3","a","12.8","2","1.4","175","4.7","23.97","0","6","0.00","3129","15","8","13","40","0","0","1","4","0","0","25","550","792.0","408.5","1268","247.0"
"154561","Raya","GK","1","Brentford","4.8","a","14.4","2","3.9","166","4.4","34.58","0","6","0.00","3420","0","0","12","46","1","0","0","1","0","154","20","822","1125.4","20.1","4","115.2"
"116535","Alisson","GK","1","Liverpool","5.5","a","16.8","0","0.8","162","4.4","29.45","0","6","0.00","3330","0","1","14","43","0","1","0","1","0","107","15","824","966.4","10.1","0","97.6"
"51940","De Gea","GK","1","Man United","5.1","a","15.8","1","0.1","161","4.2","31.57","0","8","0.00","3420","0","0","17","43","0","1","0","0","0","101","5","729","792.2","13.0","0","80.7"
"60307","Groß","MID","3","B & H Albion","5.4","a","11","0","0","159","4.3","29.44","0","8","0.00","3240","9","8","11","51","1","0","0","7","0","0","14","748","888.4","1215.4","578","268.6"
"232413","Eze","MID","3","Crystal Palace","5.7","a","12.8","0","0","159","4.2","27.89","0","6","0.00","2631","10","5","9","35","0","0","0","3","0","0","21","580","692.8","800.4","597","208.9"
"179018","Almirón","MID","3","Newcastle United","5.4","a","12.8","3","1.8","158","4.6","29.26","0","7","0.00","2487","11","4","15","22","0","0","0","2","0","0","15","511","599.2","424.0","849","187.5"
"98747","Pope","GK","1","Newcastle United","5.4","i","18","2","1.2","157","4.2","29.07","0","6","0.00","3261","0","0","14","32","0","2","0","3","1","87","14","678","709.6","20.0","0","72.9"
"75115","Wilson","STR","4","Newcastle United","7.3","a","17.2","6","5.2","157","5.1","21.51","0","7","0.00","1870","18","6","10","16","0","0","0","4","0","0","20","526","720.0","271.0","1020","200.4"
"169187","Alexander-Arnold","DEF","2","Liverpool","7.8","a","30.7","99","97.7","156","4.2","20.00","0","7","0.00","2922","2","11","10","44","0","0","0","5","0","0","21","824","779.0","1168.2","241","219.0"
"198869","White","DEF","2","Arsenal","5","a","16.1","2","1.6","156","4.1","31.20","0","6","0.00","3054","2","5","15","35","0","0","0","5","0","0","12","734","649.0","491.2","159","130.0"
"116216","Trossard","MID","3","Arsenal","6.6","d","7.2","0","0.3","154","4.3","23.33","0","6","0.00","2237","8","13","8","38","0","0","0","1","0","0","8","494","620.0","687.1","859","216.6"
"84450","Xhaka","MID","3","Arsenal","4.8","a","2.7","1","0.4","153","4.1","31.88","0","6","0.00","2992","7","8","13","35","0","0","0","4","0","0","15","634","647.0","673.3","498","182.0"
"85971","Son","MID","3","Tottenham","11.5","a","6.4","3","6.3","152","4.2","13.22","0","6","0.00","2886","10","6","9","55","0","0","0","2","0","0","8","471","709.2","829.3","910","244.7"
"446008","Mbeumo","STR","4","Brentford","5.7","a","4","1","0.4","150","3.9","26.32","0","6","0.00","2905","9","9","10","39","0","0","0","5","0","0","19","556","662.4","766.3","866","229.3"
"149065","Sá","GK","1","Wolverhampton","5","a","5.1","0","0.2","148","4.1","29.60","0","4","0.00","3240","0","0","11","55","0","2","0","2","0","108","18","683","845.6","0.0","0","84.7"
"109345","March","MID","3","B & H Albion","5.2","d","4.4","0","0.1","147","4.5","28.27","0","4","0.00","2719","6","10","10","40","0","0","0","2","0","0","16","559","791.8","965.8","955","271.4"
"226597","Gabriel","DEF","2","Arsenal","5.2","a","13.4","7","9.6","146","3.8","28.08","0","6","0.00","3409","3","0","14","43","0","0","0","5","0","0","15","723","733.8","129.7","401","126.5"
"222531","Gibbs-White","MID","3","Nottingham Forest","5.5","a","1.3","0","0","145","3.9","26.36","0","6","0.00","3151","5","12","8","61","0","0","0","6","0","0","11","479","593.4","941.1","624","215.7"
"178186","Bowen","MID","3","West Ham","8","a","3.3","0","0.9","145","3.8","18.13","0","7","0.00","3232","6","9","9","50","0","0","1","2","0","0","9","431","625.8","674.8","1076","237.9"
"225321","Ramsdale","GK","1","Arsenal","4.8","a","11.4","34","30.3","143","3.8","29.79","0","6","0.00","3420","0","0","14","43","0","0","0","1","0","94","9","664","761.4","0.0","0","76.2"
"51927","Mee","DEF","2","Brentford","4.8","a","14.4","0","0","143","3.9","29.79","0","6","0.00","3269","3","2","12","40","0","0","0","2","0","0","11","643","761.4","92.0","307","116.3"
"80201","Leno","GK","1","Fulham","4.6","a","3.5","0","1.5","142","3.9","30.87","0","7","0.00","3240","0","0","8","51","0","1","0","3","0","144","17","766","1115.8","10.0","0","112.7"
"101178","Ward-Prowse","MID","3","Southampton","6.1","a","4.9","1","0.3","142","3.7","23.28","0","6","0.00","3371","9","4","4","72","1","0","2","6","0","0","18","747","880.4","1162.9","319","236.3"
"230046","Douglas Luiz","MID","3","Aston Villa","4.8","a","1","0","0.4","142","3.8","29.58","0","6","0.00","2922","6","7","13","35","0","0","0","6","1","0","17","594","661.6","655.4","242","155.8"
"209244","Foden","MID","3","Man City","8","a","9.7","3","3.4","142","4.4","17.75","0","8","0.00","1832","11","7","5","16","0","0","0","1","0","0","15","517","671.2","670.8","712","205.4"
"243016","Mac Allister","MID","3","B & H Albion","5.6","a","14.7","0","0.1","140","4","25.00","0","9","0.00","2882","10","2","10","45","1","0","0","8","0","0","18","567","741.0","729.6","706","217.8"
"119471","Schär","DEF","2","Newcastle United","5.1","a","14.4","0","0","139","3.9","27.25","0","7","0.00","3207","1","3","15","28","1","0","0","7","0","0","6","617","653.4","263.9","521","144.1"
"451340","Mitoma","MID","3","B & H Albion","5.7","a","27.3","0","0","138","4.2","24.21","0","9","0.00","2311","7","9","8","35","0","0","0","0","0","0","11","457","566.8","567.6","857","198.9"
"201666","Barnes","MID","3","Leicester City","6.6","a","1.7","0","0.1","138","4.1","20.91","0","6","0.00","2709","13","2","6","51","0","0","0","3","0","0","0","379","567.4","305.1","883","175.5"
"98980","Martínez","GK","1","Aston Villa","5","a","6.6","0","0.9","135","3.8","27.00","0","6","0.00","3139","0","0","11","38","1","1","0","7","0","98","15","678","813.0","23.0","0","83.5"
"172780","Maddison","MID","3","Leicester City","7.8","a","5.5","1","1","135","4.5","17.31","0","6","0.00","2479","10","9","4","54","0","0","1","10","0","0","9","520","785.4","970.0","769","252.9"
"232653","Ramsey","MID","3","Aston Villa","5.1","a","1.5","0","0.1","135","3.9","26.47","0","6","0.00","2634","6","8","11","33","1","0","0","5","0","0","13","470","607.2","496.7","424","152.8"
"221399","Harrison","MID","3","Leeds United","5.7","a","2.1","0","0","134","3.7","23.51","0","6","0.00","2707","5","8","6","55","1","0","0","2","0","0","15","403","556.2","791.5","466","181.2"
"207283","Jensen","MID","3","Brentford","4.8","a","1.8","0","0.2","132","3.6","27.50","0","5","0.00","2805","5","7","10","40","0","0","0","5","0","0","11","498","644.0","787.9","208","164.1"
"443661","Olise","MID","3","Crystal Palace","5.3","a","1.8","0","0","132","3.6","24.91","0","6","0.00","2743","2","11","8","38","0","0","0","2","0","0","15","517","606.6","1014.6","462","208.8"
"59859","Gündogan","MID","3","Man City","7.4","a","7.7","0","0","132","4.3","17.84","0","5","0.00","2351","8","6","10","20","0","0","1","0","0","0","9","518","596.2","636.9","597","182.7"
"149484","Mings","DEF","2","Aston Villa","4.7","a","12.5","0","0.3","130","3.7","27.66","0","6","0.00","3150","1","3","12","40","1","0","0","7","0","0","17","617","657.2","87.7","121","87.0"
"154566","Solanke","STR","4","Bournemouth","5.6","a","3.6","0","0.4","130","3.9","23.21","0","6","0.00","2865","6","10","8","52","0","0","0","2","0","0","14","339","524.8","279.9","1046","184.4"
"220237","Botman","DEF","2","Newcastle United","4.5","a","6.9","0","0.5","129","3.6","28.67","0","7","0.00","3127","0","2","13","30","0","0","0","2","0","0","8","666","554.4","120.1","303","98.1"
"78916","Burn","DEF","2","Newcastle United","4.5","a","4.3","0","0.2","129","3.4","28.67","0","7","0.00","3109","1","0","14","30","0","0","0","5","0","0","6","584","550.2","230.4","265","104.8"
"204214","Estupiñán","DEF","2","B & H Albion","5","a","20.5","0","0","128","3.7","25.60","0","9","0.00","2674","1","7","10","43","0","0","0","4","0","0","15","593","570.2","752.9","295","161.3"
